crude_api,sulfur_pct,tbp_50,tbp_90,feed_rate,reflux_ratio,furnace_temp,pressure_col,naphtha_yield
37.454011884736246,18.513292883861965,26.170568373590598,67.2702994208898,57.19958782835928,39.363552027744205,64.8256954077822,3.879945472888746,41.25225177541697
95.07143064099162,54.190094737835814,24.697879907199983,79.66813971913723,80.54323292999864,47.34356593750214,17.238636210516624,18.677252823112934,54.43415170231974
73.1993941811405,87.29458358764083,90.62545805210367,25.046789879249896,76.01609297901591,85.45473932021804,87.23945633548149,83.12458050899426,72.10545190719895
59.86584841970366,73.22248864095612,24.95461998495061,62.48740996069989,15.389990469377368,34.00043860598922,61.311623906924154,76.67683563383358,52.94557256413742
15.601864044243651,80.65611478614497,27.1949726128631,57.17459831437487,14.92494697414739,86.96496848121713,15.720388355695425,35.06426914571469,40.0417080796569
15.599452033620265,65.87833667107174,75.93982624179637,83.28303767882711,26.817436774491334,8.813443097669149,96.23380574812069,37.681062777421246,52.99475120184281
5.8083612168199465,69.22765645178525,44.973984245054,90.60870604812605,36.10747263410372,77.67984372086308,51.83654633353206,53.35544335535795,53.56285876537243
86.61761457749351,84.91956515653193,77.67105569551812,1.2156771477386807,40.84555814084826,84.75476330547363,7.289845187165501,0.02410046851345493,47.974823588072375
60.11150117432088,24.966800885918595,6.536615756438524,67.40199190587927,67.96972168333453,18.181765283733874,62.68329044150672,24.124433603802785,41.12681979302446
70.80725777960456,48.942496364314046,48.75711936733843,5.1835799119729025,5.66804321658354,43.03465323722004,25.31989070128102,20.823180860821445,35.991286088358976
2.0584494295802447,22.120944181960223,3.3613600183282633,54.88586650773559,3.4672704226066386,16.54997746636556,80.36934518773025,25.048294674976347,23.503512461110333
96.99098521619943,98.7668007996647,6.265320345535452,28.76327290436782,39.191056294390904,70.66041289942177,81.78220735661907,80.59058425334413,64.09201068616292
83.24426408004217,94.40593396866133,90.64374533444109,30.67765995221412,69.71636921379805,53.534776806165674,97.89473558546618,27.967385654644318,70.71326915420822
21.233911067827616,3.94268113685059,13.924537111759516,35.29585034523566,19.343534295648258,63.5323346708321,50.186953102450374,19.152132205014816,29.759171903033188
18.182496720710063,70.55751725156884,53.24206822752171,62.12924490496101,64.15044812562518,19.648696695621116,45.495687972773716,50.42634607930315,52.62846107590744
18.34045098534338,92.52483174156659,41.10956026007065,33.40499656687692,25.982813794029948,21.17458620524195,75.34756054464806,86.56450363727319,48.24826944143193
30.42422429595377,18.057534512733355,34.73433262588427,73.26990505902803,88.60861088135164,4.149732550990636,13.247065634192657,24.134970383749987,37.742906638172606
52.475643163223786,56.79452305526295,89.98333456872724,40.45273855738697,89.56899442666165,32.20675351957297,54.69155137931242,7.853624279279869,52.79121409799565
43.194501864211574,91.54882975880419,2.18233967754895,6.835320030995861,29.72872042813265,55.97446613336749,54.624760013085094,35.64047358496647,42.43298858909437
29.122914019804192,3.394597858579884,66.37896861755891,78.37598424841073,22.99937539632405,85.79349139973289,8.947312281038721,74.76518245649778,46.20685029330065
61.18528947223795,69.742026724684,96.33944342135504,28.5758324592706,41.13039720662313,66.69274474586807,41.798408550691356,55.06905446947946,56.79089806755126
13.949386065204184,29.734900737255078,56.016818346184195,43.276687959926264,24.05315851801487,43.53963233997514,85.3284798567202,81.67933695743474,49.80944450533259
29.214464853521815,92.43961953765304,93.68224620330918,68.54438832219016,67.23838432917036,95.31201143941378,85.61536219946603,95.9592147609234,77.51758757766811
36.63618432936917,97.10582451653677,5.225787928602377,33.2456157148712,82.60646845482856,71.92452005758318,9.9237664919681,79.26624767516171,49.16635037831402
45.606998421703594,94.42664891134339,41.87933190741614,5.658565614671563,67.3092130911217,93.016520286255,9.072088274783086,60.38030788437534,51.13501553261107
78.51759613930136,47.42142166574638,26.015779096205115,37.39210470128136,82.43504472493495,52.75879732721657,26.26954770019353,49.33415880523805,51.25612216319173
19.967378215835975,86.20426509893134,73.08209649807299,94.44485826943034,39.69921622074742,25.89042747931396,87.47660625539935,4.006908634826667,56.63054708724395
51.42344384136116,84.45493985350704,98.12970904972467,64.17343972985582,15.631697070886085,5.282668636472199,12.890258507349895,98.43219788140412,54.02455307191315
59.24145688620425,31.910047324325564,25.65300624442478,67.1479148667207,73.79509473975922,72.60848514838504,71.99968026274462,38.348112257504255,57.724368850726606
4.645041271999773,82.89154741506773,65.41746014740745,63.22821536376399,36.047450514155386,12.130299800553413,10.116561961310321,15.222821391686681,33.49607489028791
60.75448519014384,3.700763471549262,19.809763275974014,19.899213895943678,67.12708252291326,30.277512827196716,62.31378537478254,66.67088553964568,40.432659582632816
17.052412368729154,59.6269878482053,56.53302545716099,41.833386410228016,27.064394198176565,53.24709078838974,35.60672991191448,28.428828909545935,39.34695675223558
6.505159298527952,23.000883728770305,46.39324866883362,75.09397983633183,8.122963480667266,56.441658777974766,78.8913962965867,58.57782709310476,43.89927079265461
94.88855372533332,12.056688577727881,97.2005329631537,10.137289755315916,99.25817954877634,60.0583196987136,23.36904488253636,58.67679078445912,57.123863768502424
96.56320330745594,7.695320162920916,60.85272726964666,27.785277608971228,15.620150793059928,16.625533034970065,63.920182938995985,44.572982090286914,43.08624406557284
80.83973481164611,69.62887758781397,34.950637208681876,27.631910846585363,98.8420993963481,37.97374048216488,23.568253457588494,83.61186155450426,56.24127574182565
30.46137691733707,33.98749637680661,11.409578488793336,43.2018927594506,97.72799325664472,61.71942271169667,71.36602831121537,26.496706155544302,47.32436924609233
9.767211400638388,72.47667715287615,15.124682873493455,98.0368740942185,79.38181039080396,96.98188646337847,87.36780345607488,44.86325916177341,62.90977984350904
